Gender German,Noun German,English US,Difficulty,Topic,German,Rule Ending
der,Zebrastreifen,crosswalk,A,Society,der Zebrastreifen,Schinken
die,Zehe,toe,A,Health,die Zehe,Giraffe
die,Zeichnung,drawing,A,The arts,die Zeichnung,Kleidung
die,Zeit,time,A,Time,die Zeit,
die,Zeitung,newspaper,M,Leisure,die Zeitung,Kleidung
die,Zeitzone,time zone ,A,Time,die Zeitzone,Giraffe
die,Zelle,cell,B,Science,die Zelle,Giraffe
das,Zelt,tent,A,Leisure,das Zelt,
der,Zement,cement,M,Work,der Zement,Monument
das,Zentrum,center,B,Society,das Zentrum,Museum
die,Zeremonie,ceremony,M,Society,die Zeremonie,Giraffe
der,Zettel,note,A,Society,der Zettel,Büffel
das,Zeug,stuff,A,Conceptional,das Zeug,
der,Zeuge,witness,A,Society,der Zeuge,Giraffe
die,Ziege,goat,M,Animals,die Ziege,Giraffe
der,Ziegel,brick,A,House,der Ziegel,Büffel
die,Ziehfamilie,foster family ,A,Family,die Pflegefamilie,Giraffe
das,Ziel,goal,A,Leisure,das Ziel,
das,Zimmer,room,B,House,das Zimmer,Tiger
die,Zimmerdecke,ceiling,B,House,die Zimmerdecke,Giraffe
die ,Zitrone,lemon,M,Food,die  Zitrone,Giraffe
die,Zivilisation,civilization,M,Society,die Zivilisation,Emotion
die,Zone,zone,M,Society,die Zone,Giraffe
der,Zoo,zoo,B,Animals,der Zoo,Foto
der,Zucker,sugar,B,Food,der Zucker,Tiger
der,Zufall,coincidence,A,Psychology,der Zufall,Fußball
die,Zuflucht,refuge,M,Leisure,die Zuflucht,
die,Zufriedenheit,satisfaction,A,Psychology,die Zufriedenheit,Langsamkeit
der,Zug,train,A,Transportation,der Zug,
die,Zugehörigkeit,membership,A,Society,die Zugehörigkeit,Langsamkeit
der,Zugriff,access,A,Work,der Zugriff,
das,Zuhause,home,B,House,das Zuhause,Giraffe
die,Zukunft,future,M,Time,die Zukunft,
die,Zunge,tongue,A,Health,die Zunge,Giraffe
die,Zuordnung,assignment,B,Work,die Zuordnung,Kleidung
der,Zuschuss,subsidy,A,Society,der Zuschuss,
der,Zweck,purpose,A,Psychology,der Zweck,Dreck
der,Zweifel,doubt,M,Psychology,der Zweifel,Büffel
das,Zwielicht,twilight,A,Time,das Zwielicht,
der,Zwilling,twin,M,Family,der Zwilling,
,,,,,,
2142,,,,,,
834,39%,39,,,,
816,38%,38,,,,
492,23%,23,,,,
,,,,,,
Label,%,,,,,
Der,39%,,,,,
Die,38%,,,,,
Das,23%,,,,,
